id,country,indicatorType,indicator,unit,year,value
4085,kuwait,energy indicators,Total energy import - Electricity,%,2012,0
4086,kuwait,energy indicators,Total primary energy supply (TPES),%,2012,37192.287
4087,kuwait,energy indicators,Primary energy supply per capita,ktoe,2012,10.87493772
4088,kuwait,energy indicators,Energy productivity,toe,2012,4.680271477
4089,kuwait,energy indicators,Energy subsidies,$/kgoe,2012,
4090,kuwait,energy indicators,Final energy consumption,$B,2012,17086.733
4091,kuwait,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2012,54.55432001
4092,kuwait,energy indicators,Final energy consumption - Natural Gas,%,2012,25.3478298
4093,kuwait,energy indicators,Final energy consumption - Coal,%,2012,0
4094,kuwait,energy indicators,Final energy consumption - Electricity,%,2012,20.09785019
4095,kuwait,energy indicators,Final energy consumption - Other,%,2012,0
4096,kuwait,energy indicators,Energy use per capita,%,2012,4.99612076
4097,kuwait,energy indicators,Energy use by Sector - Industry,toe,2012,30.879964
4098,kuwait,energy indicators,Energy use by Sector - Transport,%,2012,24.6869662
4099,kuwait,energy indicators,Energy use by Sector - Residential,%,2012,14.20145677
4100,kuwait,energy indicators,Energy use by Sector - Tertiary,%,2012,7.109316919
4101,kuwait,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2012,0
4102,kuwait,energy indicators,Energy use by Sector - Other,%,2012,23.12229611
4103,kuwait,energy indicators,Gross energy production,%,2011,154203.102
4104,kuwait,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2011,92.83327063
4105,kuwait,energy indicators,Gross energy production - Natural Gas,%,2011,7.166728721
4106,kuwait,energy indicators,Gross energy production - Coal,%,2011,0
4107,kuwait,energy indicators,Gross energy production - Nuclear,%,2011,0
4108,kuwait,energy indicators,Gross energy production - Renewables,%,2011,0
4109,kuwait,energy indicators,Gross energy production - Solar,%,2011,0
4110,kuwait,energy indicators,Gross energy production - Wind,%,2011,0
4111,kuwait,energy indicators,Gross energy production - Hydropower,%,2011,0
4112,kuwait,energy indicators,Gross energy production - Other,%,2011,6.48E-07
4113,kuwait,energy indicators,Total energy export,%,2011,123330.372
4114,kuwait,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2011,100
4115,kuwait,energy indicators,Total energy export - Natural Gas,%,2011,0
4116,kuwait,energy indicators,Total energy export - Coal,%,2011,0
4117,kuwait,energy indicators,Total energy export - Electricity,%,2011,0
4118,kuwait,energy indicators,Total energy import,%,2011,2825.505
4119,kuwait,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2011,0
4120,kuwait,energy indicators,Total energy import - Natural Gas,%,2011,100
4121,kuwait,energy indicators,Total energy import - Coal,%,2011,0
4122,kuwait,energy indicators,Total energy import - Electricity,%,2011,0
4123,kuwait,energy indicators,Total primary energy supply (TPES),%,2011,32381.3
4124,kuwait,energy indicators,Primary energy supply per capita,ktoe,2011,9.994228395
4125,kuwait,energy indicators,Energy productivity,toe,2011,4.756448938
4126,kuwait,energy indicators,Energy subsidies,$/kgoe,2011,
4127,kuwait,energy indicators,Final energy consumption,$B,2011,15638.732
4128,kuwait,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2011,52.57988307
4129,kuwait,energy indicators,Final energy consumption - Natural Gas,%,2011,26.93736935
4130,kuwait,energy indicators,Final energy consumption - Coal,%,2011,0
4131,kuwait,energy indicators,Final energy consumption - Electricity,%,2011,20.48274758
4132,kuwait,energy indicators,Final energy consumption - Other,%,2011,0
4133,kuwait,energy indicators,Energy use per capita,%,2011,4.826769136
4134,kuwait,energy indicators,Energy use by Sector - Industry,toe,2011,32.19477129
4135,kuwait,energy indicators,Energy use by Sector - Transport,%,2011,25.17320458
4136,kuwait,energy indicators,Energy use by Sector - Residential,%,2011,14.58876589
4137,kuwait,energy indicators,Energy use by Sector - Tertiary,%,2011,7.185761608
4138,kuwait,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2011,0
4139,kuwait,energy indicators,Energy use by Sector - Other,%,2011,20.85749663
4140,kuwait,energy indicators,Gross energy production,%,2010,134556.254
4141,kuwait,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2010,92.87925851
4142,kuwait,energy indicators,Gross energy production - Natural Gas,%,2010,7.120740742
4143,kuwait,energy indicators,Gross energy production - Coal,%,2010,0
4144,kuwait,energy indicators,Gross energy production - Nuclear,%,2010,0
4145,kuwait,energy indicators,Gross energy production - Renewables,%,2010,0
4146,kuwait,energy indicators,Gross energy production - Solar,%,2010,0
4147,kuwait,energy indicators,Gross energy production - Wind,%,2010,0
4148,kuwait,energy indicators,Gross energy production - Hydropower,%,2010,0
4149,kuwait,energy indicators,Gross energy production - Other,%,2010,7.43E-07
4150,kuwait,energy indicators,Total energy export,%,2010,104006.225
4151,kuwait,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2010,100
4152,kuwait,energy indicators,Total energy export - Natural Gas,%,2010,0
4153,kuwait,energy indicators,Total energy export - Coal,%,2010,0
4154,kuwait,energy indicators,Total energy export - Electricity,%,2010,0
4155,kuwait,energy indicators,Total energy import,%,2010,2270.204
4156,kuwait,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2010,0
4157,kuwait,energy indicators,Total energy import - Natural Gas,%,2010,100
4158,kuwait,energy indicators,Total energy import - Coal,%,2010,0
4159,kuwait,energy indicators,Total energy import - Electricity,%,2010,0
4160,kuwait,energy indicators,Total primary energy supply (TPES),%,2010,32077.44
4161,kuwait,energy indicators,Primary energy supply per capita,ktoe,2010,10.48282353
4162,kuwait,energy indicators,Energy productivity,toe,2010,3.597543944
4163,kuwait,energy indicators,Energy subsidies,$/kgoe,2010,
4164,kuwait,energy indicators,Final energy consumption,$B,2010,15043.504
4165,kuwait,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2010,56.95740168
4166,kuwait,energy indicators,Final energy consumption - Natural Gas,%,2010,21.76255612
4167,kuwait,energy indicators,Final energy consumption - Coal,%,2010,0
4168,kuwait,energy indicators,Final energy consumption - Electricity,%,2010,21.2800422
4169,kuwait,energy indicators,Final energy consumption - Other,%,2010,0
4170,kuwait,energy indicators,Energy use per capita,%,2010,4.916177778
4171,kuwait,energy indicators,Energy use by Sector - Industry,toe,2010,27.72983608
4172,kuwait,energy indicators,Energy use by Sector - Transport,%,2010,28.0848664
4173,kuwait,energy indicators,Energy use by Sector - Residential,%,2010,14.94588628
4174,kuwait,energy indicators,Energy use by Sector - Tertiary,%,2010,7.522675568
4175,kuwait,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2010,0
4176,kuwait,energy indicators,Energy use by Sector - Other,%,2010,21.71673568
4177,kuwait,oil indicators,Oil production,%,2017,
4178,kuwait,oil indicators,Oil reserves,kbl/day,2017,102
4179,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2017,
4180,kuwait,oil indicators,Fiscal breakeven oil price,years,2017,49.097718
4181,kuwait,oil indicators,External breakeven oil price,$/bl,2017,43.03156669
4182,kuwait,oil indicators,Oil Imports,$/bl,2017,
4183,kuwait,oil indicators,Oil exports,kbl,2017,
4184,kuwait,oil indicators,Oil rents (% of GDP),kbl,2017,
4185,kuwait,oil indicators,Oil production,%,2016,
4186,kuwait,oil indicators,Oil reserves,kbl/day,2016,102
4187,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2016,
4188,kuwait,oil indicators,Fiscal breakeven oil price,years,2016,46.4870421
4189,kuwait,oil indicators,External breakeven oil price,$/bl,2016,38.83112552
4190,kuwait,oil indicators,Oil Imports,$/bl,2016,
4191,kuwait,oil indicators,Oil exports,kbl,2016,
4192,kuwait,oil indicators,Oil rents (% of GDP),kbl,2016,
4193,kuwait,oil indicators,Oil production,%,2015,3214
4194,kuwait,oil indicators,Oil reserves,kbl/day,2015,102
4195,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2015,86.94836801
4196,kuwait,oil indicators,Fiscal breakeven oil price,years,2015,47.23477939
4197,kuwait,oil indicators,External breakeven oil price,$/bl,2015,43.04146346
4198,kuwait,oil indicators,Oil Imports,$/bl,2015,
4199,kuwait,oil indicators,Oil exports,kbl,2015,
4200,kuwait,oil indicators,Oil rents (% of GDP),kbl,2015,38.5
4201,kuwait,oil indicators,Oil production,%,2014,3055
4202,kuwait,oil indicators,Oil reserves,kbl/day,2014,102
4203,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2014,91.47366769
4204,kuwait,oil indicators,Fiscal breakeven oil price,years,2014,54.45764165
4205,kuwait,oil indicators,External breakeven oil price,$/bl,2014,42.66625894
4206,kuwait,oil indicators,Oil Imports,$/bl,2014,0
4207,kuwait,oil indicators,Oil exports,kbl,2014,2674
4208,kuwait,oil indicators,Oil rents (% of GDP),kbl,2014,53.4
4209,kuwait,oil indicators,Oil production,%,2013,3112
4210,kuwait,oil indicators,Oil reserves,kbl/day,2013,102
4211,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2013,89.79821812
4212,kuwait,oil indicators,Fiscal breakeven oil price,years,2013,42.25873023
4213,kuwait,oil indicators,External breakeven oil price,$/bl,2013,37.95612855
4214,kuwait,oil indicators,Oil Imports,$/bl,2013,0
4215,kuwait,oil indicators,Oil exports,kbl,2013,2712
4216,kuwait,oil indicators,Oil rents (% of GDP),kbl,2013,56.1
4217,kuwait,oil indicators,Oil production,%,2012,3172
4218,kuwait,oil indicators,Oil reserves,kbl/day,2012,102
4219,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2012,88.09963896
4220,kuwait,oil indicators,Fiscal breakeven oil price,years,2012,49
4221,kuwait,oil indicators,External breakeven oil price,$/bl,2012,32.05306578
4222,kuwait,oil indicators,Oil Imports,$/bl,2012,0
4223,kuwait,oil indicators,Oil exports,kbl,2012,2724
4224,kuwait,oil indicators,Oil rents (% of GDP),kbl,2012,59.8
4225,kuwait,oil indicators,Oil production,%,2011,2840
4226,kuwait,oil indicators,Oil reserves,kbl/day,2011,102
4227,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2011,98.39861084
4228,kuwait,oil indicators,Fiscal breakeven oil price,years,2011,46.21879233
4229,kuwait,oil indicators,External breakeven oil price,$/bl,2011,32.64934023
4230,kuwait,oil indicators,Oil Imports,$/bl,2011,0
4231,kuwait,oil indicators,Oil exports,kbl,2011,2465
4232,kuwait,oil indicators,Oil rents (% of GDP),kbl,2011,60.2
4233,kuwait,oil indicators,Oil production,%,2010,2484
4234,kuwait,oil indicators,Oil reserves,kbl/day,2010,102
4235,kuwait,oil indicators,Oil reserve to production ratio,Gbl,2010,112.5008272
4236,kuwait,oil indicators,Fiscal breakeven oil price,years,2010,48.513723
4237,kuwait,oil indicators,External breakeven oil price,$/bl,2010,31.52112822
4238,kuwait,oil indicators,Oil Imports,$/bl,2010,0
4239,kuwait,oil indicators,Oil exports,kbl,2010,2086
4240,kuwait,oil indicators,Oil rents (% of GDP),kbl,2010,48
4241,kuwait,gas indicators,Gas production,%,2017,
4242,kuwait,gas indicators,Gas reserves,bcm,2017,1812.27819
4243,kuwait,gas indicators,Gas reserve to production ratio,bcm,2017,
4244,kuwait,gas indicators,Gas Imports,years,2017,
4245,kuwait,gas indicators,Gas Imports as LNG,bcm,2017,
4246,kuwait,gas indicators,Gas exports,bcm,2017,
4247,kuwait,gas indicators,Gas exports as LNG,bcm,2017,
4248,kuwait,gas indicators,Gas production,bcm,2016,
4249,kuwait,gas indicators,Gas reserves,bcm,2016,1812.27819
4250,kuwait,gas indicators,Gas reserve to production ratio,bcm,2016,
4251,kuwait,gas indicators,Gas Imports,years,2016,
4252,kuwait,gas indicators,Gas Imports as LNG,bcm,2016,
4253,kuwait,gas indicators,Gas exports,bcm,2016,
4254,kuwait,gas indicators,Gas exports as LNG,bcm,2016,
4255,kuwait,gas indicators,Gas production,bcm,2015,15.705
4256,kuwait,gas indicators,Gas reserves,bcm,2015,1812.27819
4257,kuwait,gas indicators,Gas reserve to production ratio,bcm,2015,115.3949818
4258,kuwait,gas indicators,Gas Imports,years,2015,3931
4259,kuwait,gas indicators,Gas Imports as LNG,bcm,2015,3931
4260,kuwait,gas indicators,Gas exports,bcm,2015,0
4261,kuwait,gas indicators,Gas exports as LNG,bcm,2015,0
4262,kuwait,gas indicators,Gas production,bcm,2014,15.029
4263,kuwait,gas indicators,Gas reserves,bcm,2014,1812.27819
4264,kuwait,gas indicators,Gas reserve to production ratio,bcm,2014,120.5854142
4265,kuwait,gas indicators,Gas Imports,years,2014,3460
4266,kuwait,gas indicators,Gas Imports as LNG,bcm,2014,3460
4267,kuwait,gas indicators,Gas exports,bcm,2014,0
4268,kuwait,gas indicators,Gas exports as LNG,bcm,2014,0
4269,kuwait,gas indicators,Gas production,bcm,2013,16.311
4270,kuwait,gas indicators,Gas reserves,bcm,2013,1812.27819
4271,kuwait,gas indicators,Gas reserve to production ratio,bcm,2013,111.1077303
4272,kuwait,gas indicators,Gas Imports,years,2013,2180
4273,kuwait,gas indicators,Gas Imports as LNG,bcm,2013,2180
4274,kuwait,gas indicators,Gas exports,bcm,2013,0
4275,kuwait,gas indicators,Gas exports as LNG,bcm,2013,0
4276,kuwait,gas indicators,Gas production,bcm,2012,15.515
4277,kuwait,gas indicators,Gas reserves,bcm,2012,1812.27819
4278,kuwait,gas indicators,Gas reserve to production ratio,bcm,2012,116.8081334
4279,kuwait,gas indicators,Gas Imports,years,2012,2650
4280,kuwait,gas indicators,Gas Imports as LNG,bcm,2012,2650
4281,kuwait,gas indicators,Gas exports,bcm,2012,0
4282,kuwait,gas indicators,Gas exports as LNG,bcm,2012,0
4283,kuwait,gas indicators,Gas production,bcm,2011,13.533
4284,kuwait,gas indicators,Gas reserves,bcm,2011,1812.27819
4285,kuwait,gas indicators,Gas reserve to production ratio,bcm,2011,133.9154799
4286,kuwait,gas indicators,Gas Imports,years,2011,3460
4287,kuwait,gas indicators,Gas Imports as LNG,bcm,2011,3460
4288,kuwait,gas indicators,Gas exports,bcm,2011,0
4289,kuwait,gas indicators,Gas exports as LNG,bcm,2011,0
4290,kuwait,gas indicators,Gas production,bcm,2010,11.733
4291,kuwait,gas indicators,Gas reserves,bcm,2010,1812.27819
4292,kuwait,gas indicators,Gas reserve to production ratio,bcm,2010,154.4599156
